budget,Genre Code,Genre_Name,Popularity,Production Company,Production Country,release_date,revenue,runtime,title,vote_average,vote_count
0,,,0.85,,,9/17/2010,0,85,The Happy Poet,6.5,4
0,,,0.38,,,7/15/2012,0,85,Red Flag,4,2
0,,,7.15,,,9/4/2013,0,89,Breakout,4.3,29
250000,,,0.54,,,1/1/1994,0,86,Creatures from the Abyss,5.3,10
0,,,0.2,,,12/13/1994,0,0,Shatter Dead,4,2
0,,,0.57,,,6/1/1994,0,94,The Club,3.2,3
0,,,0.24,,,11/29/1996,0,84,The Christmas Party,5,1
0,,,1.24,,,8/1/1977,0,88,End of the World,4.7,3
0,,,0.05,,,5/12/2001,0,98,My Louisiana Sky,2,1
0,,,3.84,,,5/25/1972,0,97,Z.P.G.,5.9,13
13000000,,,5.85,,,9/13/2012,18295,127,Twice Born,6.9,142
0,,,4.5,,,2/25/2008,0,131,A Raisin in the Sun,5.4,11
0,,,1.24,,,11/6/1957,0,103,The Story of Esther Costello,6.5,2
0,,,2.41,,,3/19/2010,0,103,A Somewhat Gentle Man,6.4,30
0,,,3.64,,,9/30/2011,0,144,Guilty of Romance,6.8,45
0,,,0.44,,,8/9/1990,0,93,Club Fed,0,0
0,,,0.96,,,8/18/1994,0,96,Crackerjack,2,2
0,,,0.52,,,4/12/1985,0,80,Crime Wave,5.9,7
0,,,0.04,,,7/6/2011,0,59,The Wankers,7,1
400000,,,1.29,,,1/18/2010,0,90,Zero 2,5.8,11
0,,,1.47,,,10/18/2010,0,117,José & Pilar,7.6,9
0,,,5.07,,,12/26/2000,0,93,Crocodile,4.9,33
0,,,0.39,,,3/8/1948,0,87,The Mating of Millie,6.7,3
150000000,,,24.25,,,11/27/2013,1274219009,102,Frozen,7.3,5440
0,,,0.92,,,12/1/1962,0,104,Ninja 1,6.5,8
0,,,1.67,,,1/1/2007,0,100,The Ferryman,4.4,9
0,,,0.77,,,6/17/1981,0,92,The Strange se of Dr. Jekyll and Miss Osbourne,6.8,7
0,,,0.25,,,9/4/1979,0,93,Disco Godfather,4.4,7
0,,,0.18,,,10/21/1963,0,52,Crisis: Behind a Presidential Commitment,7.8,4
0,,,0,,,1/31/1990,0,97,The China Lake Murders,0,0
0,,,8.77,,,10/16/2013,0,82,9 Month Stretch,6.3,147
0,,,0,,,4/1/1985,0,79,The Galaxy Invader,3.3,8
2000000,,,0.94,,,11/20/2012,0,105,Marfa Girl,5.4,11
0,,,0.53,,,12/24/1965,0,65,Bad Girls Go to Hell,5.1,6
3500,,,1.21,,,11/17/2009,0,66,ThanksKilling,4,19
100000,,,0.34,,,11/13/2012,0,99,ThanksKilling 3,2.8,6
0,,,1.38,,,10/14/1967,0,104,The Stranger,7.2,13
2050000,,,1.65,,,1/17/2013,0,100,Circles,7.9,13
8200000,,,6.51,,,8/22/2013,0,116,Mr. Morgan's Last Love,6.9,95
0,,,0.75,,,10/14/1995,0,147,Les Misérables: 10th Anniversary Concert at the Royal Albert Hall,8.5,9
0,,,1.18,,,7/19/2013,0,119,Shed No Tears,6.2,13
0,,,1.96,,,4/2/2010,0,95,Trigun: Badlands Rumble,7.4,25
11000000,,,10.84,,,10/6/2013,32935319,105,Inside Llewyn Davis,7.2,845
0,,,1.04,,,4/30/2009,0,117,The Wind Journeys,7.1,14
100000000,,,16.38,,,12/25/2013,392000694,180,The Wolf of Wall Street,7.9,6768
22000000,,,9.9,,,11/27/2013,43058898,100,Homefront,6.4,898
0,,,11.26,,,8/8/1985,373530,90,Cut and Run,5.7,13
2000000,,,0.15,,,9/19/1995,0,99,Cyberjack,7.3,4
0,,,0.56,,,11/8/2007,0,113,Love Life,4.5,6
0,,,0.37,,,1/12/2012,0,55,Marriage Material,8,2
0,,,0.07,,,9/13/1978,0,100,Shadows of a Hot Summer,6,2
0,,,0.01,,,9/13/1982,0,88,scissere,0,0
0,,,0.54,,,1/1/1956,0,75,7th valry,5.8,4
0,,,0,,,6/15/2011,0,90,A Deeper Shade of Blue,8,1
0,,,0.17,,,12/8/2011,0,72,Amen,6.3,4
35000000,,,11.32,,,12/6/2013,27330000,141,Mandela: Long Walk to Freedom,6.5,225
25000000,,,6.95,,,12/26/2013,74188937,121,August: Osage County,6.9,497
0,,,2.72,,,11/27/1965,0,80,Gamera,5.5,23
0,,,2.82,,,4/18/1962,0,96,The Tale of Zatôichi,7.2,36
0,,,1.26,,,10/12/1962,0,72,The Tale of Zatôichi Continues,7.3,20
0,,,7.07,,,10/19/2013,0,87,Angels Sing,5.2,17
110000,,,1.1,,,3/21/2013,270000,165,Amen,6.9,6
0,,,1.89,,,9/6/2013,0,132,Violette,5.4,14
0,,,1.17,,,11/1/2013,0,96,Concrete Night,6.4,6
0,,,1.44,,,1/1/2007,0,89,Days of Darkness,5,5
0,,,2.14,,,7/26/2013,0,83,Breaking the Girls,5.2,26
0,,,9.02,,,10/12/2012,0,95,Grave Encounters 2,5.2,251
0,,,7.76,,,11/17/2012,60487945,106,Evangelion: 3.0 You n (Not) Redo,7.4,107
0,,,2.74,,,3/16/2011,0,109,My Piece of the Pie,5.7,46
8000000,,,10.75,,,8/31/2013,0,99,Fright Night 2: New Blood,4.4,81
7000000,,,5.8,,,1/24/2013,6147,95,Sweetwater,6,71
0,,,2.83,,,9/10/2013,0,107,All Is Bright,5.3,36
0,,,0.68,,,2/17/1999,0,92,True Heart,5.1,7
0,,,3.37,,,12/6/2013,0,80,Tim's Vermeer,7.1,65
0,,,0.36,,,9/20/2013,0,85,After Tiller,8.8,6
0,,,0.83,,,7/24/2008,0,90,Lovecraft: Fear of the Unknown,6.8,15
0,,,1.07,,,11/4/2011,0,85,Stuck Between Stations,6.3,12
0,,,0.64,,,4/17/1966,0,106,Gamera vs. Barugon,6.3,7
0,,,15.5,,,4/28/2009,0,86,Legally Blondes,4.4,48
40000000,,,16.48,,,12/12/2013,251171807,138,American Hustle,6.8,2868
90000000,,,8.68,,,12/18/2013,188133322,114,The Secret Life of Walter Mitty,7,3213
23000000,,,13.83,,,12/18/2013,47351251,126,Her,7.9,4215
0,,,1.55,,,3/15/1963,0,91,New Tale of Zatôichi,6.6,17
0,,,1.48,,,8/10/1963,0,86,Zatôichi the Fugitive,7.2,13
0,,,4.34,,,10/3/2009,0,102,RoboGeisha,5.8,16
0,,,0.8,,,6/1/1972,0,110,The War Between Men and Women,7.7,3
0,,,0.87,,,5/23/1969,0,95,The April Fools,6,3
0,,,0.18,,,12/11/2007,0,102,ptain Abu Raed,7.4,5
0,,,0,,,6/10/2008,0,95,The Man You Had in Mind,0,0
1138340,,,0.64,,,5/17/2013,0,93,The Cosmonaut,4.9,6
0,,,11.83,,,8/20/2013,0,95,Young & Beautiful,6.3,360
0,,,0.01,,,12/17/1985,0,50,The Life & Adventures of Santa Claus,7,2
0,,,1.35,,,7/5/2012,0,71,rmina or Blow Up,6.5,27
0,,,0,,,1/1/1942,0,19,Malta G.C.,0,0
0,,,0.77,,,4/28/1974,0,107,Cousin Angeli,5.5,8
0,,,0,,,1/19/1935,0,0,Baboona,0,0
0,,,0.05,,,5/3/1958,0,89,Stakeout on Dope Street,5,1
0,,,0.66,,,8/12/1970,0,96,Zatôichi Goes to the Fire Festival,5.8,9
0,,,5.24,,,3/18/2013,0,90,The Challenger,7.1,33
0,,,1.08,,,10/4/2013,0,88,Linsanity,6.7,11
0,,,4.87,,,6/28/2013,0,90,Some Girl(s),5,31
0,,,0.01,,,8/27/2011,0,100,Músi mpesina,0,0
0,,,0.61,,,12/24/1977,0,58,A Christmas rol,5,3
0,,,5.73,,,8/13/2013,0,102,Open Grave,5.9,250
0,,,0.9,,,11/10/1989,0,84,The Dead Next Door,5.4,14
0,,,0.32,,,5/9/1940,0,64,Ski Patrol,0,0
0,,,0.85,,,9/26/2013,0,110,Sel8nne,8,6
0,,,1.1,,,8/15/2001,0,96,The Fourth Angel,5.7,20
2300000,,,1.14,,,10/30/2001,0,86,Route 666,4.9,13
0,,,0.43,,,7/10/1960,0,105,The Rat Race,6.7,5
0,,,1.72,,,12/9/2013,0,86,Six by Sondheim,7.3,4
0,,,0.48,,,2/9/2003,0,100,Straight From the Heart,5,5
0,,,2.65,,,11/29/2013,0,80,The Punk Singer,7.2,31
350000,,,0.64,,,1/1/1989,0,95,The Dead Pit,5.5,8
0,,,4.88,,,10/27/2008,0,141,Dead Set,7,87
0,,,1.28,,,9/22/1997,0,105,Dead Silence,5.3,3
0,,,2.31,,,2/11/1984,0,95,Urusei Yatsura 2: Beautiful Dreamer,7.1,7
6200000,,,1.68,,,3/8/2006,0,92,I-See-You.Com,4.1,14
0,,,0.12,,,1/28/2009,0,93,Pianomania,6.5,2
40000000,,,10.86,,,12/24/2013,149295601,121,Lone Survivor,7.4,1549
0,,,1.47,,,1/1/1997,0,72,A Christmas rol,5.7,9
0,,,1.37,,,11/28/2004,0,87,A Christmas rol,6.2,5
0,,,1.48,,,11/23/2012,0,65,A Fairly Odd Christmas,5.4,18
0,,,0.73,,,11/30/1963,0,85,Zatôichi on the Road,7.5,11
0,,,2.94,,,5/22/2013,0,79,Geography Club,6.5,55
0,,,5.05,,,10/24/2012,0,127,Measuring the World,5.6,30
0,,,0.12,,,7/13/2012,0,90,Three Stars,6,3
0,,,0.39,,,1/19/1958,0,96,The Noose,7.5,2
0,,,0.01,,,4/25/1973,0,102,Sambizanga,5,1
0,,,2.09,,,3/14/2013,0,88,My Amityville Horror,5.9,26
0,,,0.55,,,10/8/1995,0,82,Dead Weekend,2,1
0,,,3.69,,,7/9/2011,0,57,"A Fairly Odd Movie: Grow Up, Timmy Turner!",4.7,47
0,,,3.24,,,9/8/2013,383294,124,The Armstrong Lie,6.9,50
0,,,2.18,,,2/1/1978,0,100,Blood Relatives,6.2,5
0,,,5.54,,,11/21/2013,0,90,An Adventure in Space and Time,7.7,68
0,,,0.44,,,3/31/1986,0,95,Mountaintop Motel Massacre,5.3,10
0,,,0.82,,,12/22/2007,0,87,Star Trek: Of Gods And Men,5.2,5
35000000,,,15.13,,,11/16/2013,112544580,125,Saving Mr. Banks,7.3,1256
0,,,0.01,,,3/12/2010,0,29,Kinbaku,0,0
0,,,0.62,,,7/13/2012,0,96,Cockpit,5.1,8
0,,,0.78,,,2/29/2012,0,103,Last Winter,5.5,4
0,,,0.44,,,10/15/1966,0,95,The Frozen Dead,4,4
0,,,0,,,10/10/1952,0,64,ptive Women,0,0
0,,,0.49,,,4/13/1960,0,82,The Boy and the Pirates,5.3,3
0,,,0.86,,,3/14/1964,0,83,Zatôichi and the Chest of Gold,6.6,11
0,,,1.02,,,7/11/1964,0,82,Zatôichi's Flashing Sword,6.7,11
0,,,2.29,,,10/29/2010,0,90,Ways to Live Forever,7,12
0,,,0.21,,,1/1/1963,0,104,La rabbia,7.8,4
2000000,,,0.96,,,5/1/2004,0,140,Visions of Europe,3.7,3
0,,,1.16,,,6/8/2006,0,0,Ghetto,5.8,5
0,,,0.17,,,1/18/2013,0,40,The Battle of Amfar,5,1
0,,,0.95,,,3/20/1978,0,89,Blue Sunshine,6.4,12
0,,,1.11,,,12/30/1964,0,86,Adventures of Zatôichi,6.3,10
0,,,0.2,,,2/14/2024,0,136,Kean,5,1
0,,,1.51,,,11/22/2013,0,88,Is the Man Who Is Tall Happy?,7.1,32
0,,,0.55,,,8/14/2010,0,87,Outbound,5.8,4
6000000,,,12.18,,,4/5/2013,0,84,All Things To All Men,4.2,19
4000000,,,9.58,,,3/11/2014,0,94,The Outsider,4.6,37
0,,,6.64,,,4/26/2013,0,96,The Truth About Emanuel,6.2,80
0,,,0.3,,,1/1/2006,0,103,Midnight Clear,0,0
90000000,,,3.39,,,11/24/2010,16178959,110,The Nutcracker: The Untold Story,5.3,52
0,,,5.21,,,9/11/2013,0,90,The Wipers Times,7.3,6
0,,,0.91,,,2/27/2000,0,94,A Storm in Summer,7,1
0,,,0.51,,,10/16/1992,0,92,Deadbolt,4.5,2
0,,,0.94,,,4/22/1983,0,78,The Deadly Spawn,5.3,25
0,,,0,,,9/6/1991,0,88,Deadly Surveillance,0,0
0,,,4.34,,,4/28/1969,0,122,Those Daring Young Men in Their Jaunty Jalopies,6.8,10
0,,,0.99,,,1/1/1981,0,89,The Rhythm of Crime,4.8,4
0,,,0.05,,,3/12/2005,0,86,Cowboy del Amor,10,1
0,,,0.98,,,9/26/2001,0,90,Gregoire Moulin vs. Humanity,6.7,17
0,,,1.02,,,12/5/1974,0,100,The Demoniacs,4.6,8
0,,,1.47,,,8/20/1980,0,87,The Night of the Hunted,5.9,11
0,,,0.37,,,9/18/1965,0,88,Zatôichi and the Doomed Man,6.5,9
0,,,0.92,,,4/3/1965,0,84,Zatôichi's Revenge,6.3,8
0,,,0.19,,,10/12/2012,0,78,I Heart Monster Movies,0,0
0,,,0.65,,,6/14/1996,0,90,Deadly Voyage,3,2
0,,,0.34,,,1/1/1998,0,92,Dempitated,2.9,6
3000000,,,2.47,,,9/7/2012,0,95,The Deep,6.2,21
0,,,1.35,,,5/17/1975,0,88,Lips of Blood,6.8,8
0,,,0.7,,,9/9/1995,0,0,The Grotesque,7,2
0,,,0.11,,,9/12/1977,0,75,American Raspberry,6.3,3
0,,,1.02,,,6/22/2012,0,102,The Last Ride,5.9,5
0,,,0.52,,,7/19/2012,0,75,Hava Nagila: The Movie,6.5,2
0,,,1.04,,,9/26/2011,0,87,The Bling Ring,4.1,20
5000000,,,1.74,,,11/1/2013,388,95,A Perfect Man,4.8,14
0,,,3.51,,,9/6/2008,0,110,Gurren Lagann The Movie: Childhood's End,6.9,20
0,,,2.33,,,4/25/2009,0,120,Gurren Lagann The Movie: The Lights in the Sky Are Stars,6.9,15
0,,,1.73,,,2/15/2012,0,90,Una noche,5.9,16
0,,,9.67,,,2/18/2001,0,69,Lady and the Tramp II: Smp's Adventure,6,256
30000000,,,7.88,,,11/14/2013,4861022,104,Oldboy,5.9,632
0,,,0.2,,,12/1/1998,0,88,World War Three,6.6,4
1,,,0.23,,,3/30/2012,2755584,73,Aquí Entre Nos,6,3
0,,,0.98,,,4/21/1971,0,95,The Shiver of the Vampires,4,9
0,,,4.68,,,3/24/1965,0,111,The Sucker,7.3,92
0,,,1.41,,,7/31/2013,0,87,Dampfnudelblues,6.4,18
0,,,0.55,,,12/24/1965,0,87,Zatôichi and the Chess Expert,5.7,7
0,,,1.13,,,5/3/1966,0,83,Zatôichi's Vengeance,5.6,7
0,,,1.29,,,8/13/1966,0,82,Zatôichi's Pilgrimage,7.7,10
50000000,,,7.6,,,12/18/2013,173649015,119,Anchorman 2: The Legend Continues,6,940
0,,,0.12,,,10/5/2012,0,100,Espe Fire: The Fight to Rescue American Healthre,8,3
2000000,,,6.93,,,2/16/2013,0,89,Killing Lincoln,5.5,20
0,,,5.62,,,9/6/2013,135039,86,Good Ol’ Freda,6.9,24
0,,,2.63,,,4/20/2013,0,90,ll Me Crazy: A Five Film,6.3,19
0,,,0.67,,,11/28/2012,0,107,What If...,6.6,12
0,,,3.29,,,8/15/2013,0,122,Unbeatable,6.8,35
0,,,0.57,,,11/23/2013,0,60,Sarah Silverman: We Are Miracles,6.5,5
0,,,0.17,,,2/1/1975,0,96,Footprints,6.2,16
0,,,3.18,,,3/26/2010,0,90,Happy Family,6.7,65
0,,,2.78,,,12/1/2013,0,90,Mike Tyson: Undisputed Truth,6.7,20
0,,,1.21,,,4/22/2013,0,90,Moms Mabley: I Got Somethin' to Tell You,6,2
0,,,0.23,,,1/1/1963,0,98,"Take Her, She's Mine",0,0
0,,,0.28,,,10/31/1947,0,93,Christmas Eve,6.5,4
0,,,1.01,,,12/19/1974,0,82,Massacre Mafia Style,6.7,7
39200000,,,14.13,,,8/1/2013,86758912,126,Snowpiercer,6.7,2910
0,,,1.29,,,6/6/1973,0,92,Only Old Men Are Going to Battle,7.9,21
0,,,1.72,,,6/6/1984,0,334,Guest from the Future,6.9,17
0,,,4.1,,,4/3/1967,0,82,"Kidnapping, usian Style",7.5,35
600000,,,1.99,,,7/13/2011,0,95,Phase 7,4.9,23
0,,,0.09,,,9/21/2012,0,84,Hellbound?,5,1
500000,,,0.18,,,7/5/1990,0,96,Demon Wind,4.5,4
1500000,,,4.45,,,10/9/1986,0,91,Demons 2,5.8,60
0,,,0.6,,,3/6/1970,0,81,The Phynx,3,1
0,,,8.75,,,10/25/2013,0,97,Haunter,5.9,211
0,,,1.25,,,1/1/1978,0,108,The Big Fix,6.1,10
0,,,3.36,,,12/18/2013,0,83,Wrong Cops,5.9,65
0,,,1.23,,,12/17/2008,0,55,A Muppets Christmas: Letters to Santa,5.7,7
0,,,0.05,,,9/17/1992,0,,The Diamond Fleece,0,0
0,,,0.54,,,9/21/1990,0,93,Diving In,0,0
1340000,,,1.64,,,10/3/1984,0,92,The Dog Who Stopped the War,7.4,14
0,,,5.63,,,12/27/2013,0,95,Ninja: Shadow of a Tear,5.9,94
0,,,0.36,,,10/4/1985,0,105,Always,3,2
0,,,4.19,,,5/1/2007,0,96,The Sandlot: Heading Home,5.6,16
0,,,0.19,,,10/28/1978,0,109,Odds and Evens,7,77
0,,,0.74,,,12/24/2008,140987,94,Free Style,5.8,4
0,,,1.69,,,12/22/2013,0,35,James Gandolfini: Tribute To A Friend,6.7,6
4620000,,,0.55,,,11/9/2012,2395000,115,The Precocious and Brief Life of Sabina Rivas,5,6
0,,,0.89,,,1/11/2013,0,89,$ellebrity,5.5,9
0,,,0.31,,,4/17/1980,0,89,Mabre,6,17
0,,,0.7,,,2/11/2016,0,75,Punk's Dead: SLC Punk 2,6,3
0,,,0.07,,,12/31/1973,0,90,Freedom Strikes a Blow,7.5,2
1344000,,,13.62,,,9/14/2011,0,103,Desire,4.1,142
0,,,1.95,,,11/22/2012,0,130,In the Fog,5.6,16
0,,,2.44,,,6/21/2013,0,92,As Cool as I Am,4.9,35
0,,,2.35,,,9/15/2011,0,129,False Trail,6.3,20
0,,,3.4,,,12/11/1980,0,99,Why Did You Pick On Me?,5.7,43
0,,,2.57,,,12/11/2010,0,91,Ice Quake,3.8,28
0,,,1.73,,,10/4/2011,0,90,Snow Beast,3.3,14
0,,,1.76,,,2/8/2006,0,102,Fireworks Wednesday,7.6,25
14000000,,,6.89,,,10/25/2012,11417362,87,Fun Size,5.5,139
3,,,9.65,,,5/4/2011,0,97,Death of a Superhero,6.9,44
0,,,0.16,,,4/12/2012,0,0,Einer wie Bruno,8.3,2
0,,,6.73,,,12/3/2011,0,89,A Princess for Christmas,6.4,56
5000000,,,12.96,,,11/7/2013,0,119,Fuck You Goethe,7.1,621
0,,,0.03,,,9/11/2013,0,88,Dagmamman,0,0
0,,,0,,,2/17/1972,0,86,Hellyys,0,0
0,,,0.08,,,11/6/2010,0,0,Apnea,4.5,2
0,,,0.35,,,3/18/2011,0,81,Jo pour Jonathan,5,1
0,,,0.41,,,5/12/2010,0,90,Sweet Evil,6,3
0,,,0.05,,,10/1/2012,0,94,Gasht-e Ershad,6,1
0,,,0.07,,,8/7/2013,0,,هیچ کجا هیچ کس,10,1
0,,,0.77,,,7/31/2003,0,105,Miffo,4,5
0,,,0.4,,,12/20/2013,0,107,Bad Fucking,5.5,3
1085400,,,1.13,,,3/8/2013,0,95,Open Up to Me,6.4,7
0,,,0.27,,,7/12/2012,0,0,Fly Away,5.5,3
0,,,0.44,,,11/21/2012,0,98,Life Is No Piece of ke,6.1,11
0,,,0.83,,,9/6/2012,0,100,Mostly Sunny,6.2,11
0,,,0.62,,,1/28/1999,0,90,Alien rgo,4.9,8
0,,,0.54,,,10/23/2013,0,83,WNUF Halloween Special,6.2,9
0,,,0.79,,,12/6/2013,0,82,White Reindeer,5.3,10
0,,,0.84,,,2/13/2013,0,75,Red Obsession,6.1,8
0,,,0.18,,,4/9/2013,0,92,Snow on the Pines,6,2
0,,,0.01,,,2/4/2012,0,98,The Wooden Bridge,0,0
0,,,2.19,,,10/24/2013,0,100,Bitterly!,6.3,29
32000000,,,13.33,,,12/25/2013,57284237,155,The Physician,7.2,365
0,,,3.91,,,6/3/2010,0,99,High School,5.8,44
0,,,0.26,,,12/20/2018,0,80,rmen,4.8,4
0,,,2.54,,,5/9/1992,0,99,Timespe,6.4,20
0,,,1.57,,,7/22/2013,0,77,Springsteen & I,7.5,11
0,,,0.49,,,4/13/1975,0,106,I Will Fight No More Forever,3.3,3
0,,,0.27,,,1/2/1999,0,0,The Glass Agency,6.5,4
0,,,0.01,,,3/12/2011,0,100,Here Without Me,0,0
0,,,1.62,,,11/7/2013,0,88,The Dinner,4.9,14
0,,,0.95,,,8/24/2007,0,106,Wonderful and Loved by All,4,1
0,,,4.38,,,5/13/2013,0,113,Borgman,6.6,94
0,,,2.08,,,8/29/2013,0,83,Solo,4.7,10
0,,,2.11,,,1/1/2010,0,15,The Lost Thing,6.6,21
0,,,8.76,,,5/14/1981,0,90,Buddy goes West,6.1,23
7200000,,,5.55,,,7/1/1987,2300000,99,Mio in the Land of Faraway,6.3,23
0,,,0.84,,,1/3/1967,0,93,Zatôichi's ne Sword,6.8,9
0,,,0.33,,,10/20/1970,0,74,Wild Women,0,0
0,,,0.04,,,4/27/2011,0,94,The Guide,10,1
0,,,0.03,,,7/2/2012,0,80,Our Little Differences,0,0
0,,,0.44,,,9/27/2012,0,80,Boy Eating the Bird's Food,5.5,4
0,,,0.11,,,8/24/1969,0,86,The Laughing Woman,8.3,3
0,,,3.59,,,11/8/2013,0,102,Vendetta,6.1,27
567000,,,2.56,,,4/10/2013,0,87,The Human Race,5,68
0,,,3.39,,,6/6/1979,0,125,Espe to Athena,5.5,19
0,,,4.87,,,10/12/2012,0,90,Smiley,4.3,109
0,,,0.5,,,2/8/2009,0,92,Sometime in August,5.5,2
0,,,1.64,,,3/8/2005,0,87,Dot.Kill,3.7,6
0,,,0.04,,,10/7/1977,0,132,Not Bad for a Human,7,1
1800000,,,0.47,,,1/17/2013,532269,93,The Hijack That Went South,5.6,8
0,,,0.39,,,1/9/2013,0,90,I Am Not a Hipster,4.8,5
0,,,0.85,,,9/16/2010,0,124,Rio Sex Comedy,3.3,6
0,,,4.69,,,3/9/2013,0,90,I Am Divine,7,20
40000000,,,11.66,,,12/25/2013,44907260,113,Grudge Match,6,437
0,,,3.39,,,12/19/2013,0,92,Justin Bieber's Believe,7.3,68
1500000,,,3.11,,,8/27/2004,12000000,124,Dhoom,6.2,53
0,,,0.37,,,10/12/2013,0,82,Marvin Hamlisch: What He Did For Love,10,1
0,,,0.09,,,10/3/2008,0,74,Meat the Truth,10,1
0,,,2.55,,,9/19/2012,0,99,The Citizen,6.4,15
0,,,3.14,,,6/5/2007,0,86,Highlander: The Search for Vengeance,6.5,27
0,,,0.83,,,10/28/2009,0,120,The Botany of Desire,6.3,4
0,,,0.61,,,11/9/2009,0,116,By the People: The Election of Barack Obama,6.9,4
0,,,0,,,1/1/2006,0,112,Opera Australia: The Pirates of Penzance,0,0
0,,,0.3,,,5/18/2012,0,98,American Addict,6.3,5
0,,,5.31,,,9/5/2013,0,93,Bounty Killer,5.8,84
0,,,0.18,,,12/1/2000,0,85,Lomalla,5.6,5
0,,,1.94,,,12/1/2013,0,98,The Class of '92,7.1,35
4000000,,,6.36,,,6/1/2013,0,95,12 Rounds 2: Reloaded,5.6,101
0,,,1.82,,,10/30/1974,0,82,Nude For Satan,3.9,13
0,,,0.88,,,12/21/1973,0,102,White Fang,6.2,7
0,,,0.33,,,3/20/2012,0,86,Soundbreaker,7,1
0,,,5.75,,,10/3/2013,175705,88,A.C.O.D.,5.5,106
3000000,,,4.19,,,1/21/2013,0,90,Ass Backwards,4.6,31
0,,,1.05,,,10/13/1993,0,64,Dollman vs. Demonic Toys,4.2,12
0,,,0.5,,,11/13/1991,0,88,Dream Machine,4.8,6
0,,,0.44,,,9/8/2008,0,87,The Dungeon Masters,6,5
5000000,,,8.9,,,1/1/2014,86362372,84,Paranormal Activity: The Marked Ones,5.2,455
7000000,,,13.59,,,12/12/2013,0,123,Only Lovers Left Alive,7.2,585
0,,,0,,,9/11/1971,0,121,Inn of Evil,0,0
0,,,0.26,,,3/29/1934,0,120,Gold,9,1
0,,,0.39,,,3/20/2002,0,90,Swing,6,2
0,,,1.71,,,7/8/2008,0,90,B.T.K.,3.6,7
0,,,0.7,,,9/28/1977,0,100,Short Eyes,7.1,12
0,,,3.37,,,11/24/1994,0,93,MacGyver: Trail to Doomsday,5.5,15
0,,,1.28,,,1/9/2011,0,76,Veguted,7.5,12
0,,,0,,,1/1/2008,0,,Serrallonga,0,0
0,,,0.67,,,1/5/1973,0,146,Garm Hava,6.2,3
0,,,0.04,,,3/12/1969,0,103,Ditirambo,5,1
0,,,1.76,,,10/7/2001,0,90,Earth vs. the Spider,5,17
0,,,0.08,,,1/1/1989,0,94,Easy Wheels,3,2
0,,,0.64,,,12/29/2006,0,0,Cold Trail,6,1
0,,,0.4,,,2/27/1998,0,110,Glasblåsarns barn,6,3
0,,,0.77,,,5/27/2005,0,94,Restless Souls,4.8,5
0,,,0.46,,,11/11/1981,0,200,Goliath Awaits,4.4,5
0,,,0.92,,,12/20/1972,0,90,Hit Man,6.3,2
0,,,2.08,,,7/24/1969,0,96,The Valley of Gwangi,7.5,52
0,,,0.56,,,8/1/1965,0,78,Voyage to the Prehistoric Planet,4.2,10
0,,,0.12,,,1/18/2013,0,121,Greenwich Village: Music That Defined a Generation,7.7,3
1000000,,,10.77,,,9/19/2013,4235151,104,The Lunchbox,7.3,226
0,,,1.88,,,4/18/2012,0,81,Kauwboy,6,20
0,,,0.26,,,1/26/2029,0,20,Liberty,6.9,7
0,,,0,,,2/25/1980,0,89,The Killings at Outpost Zeta,5,2
0,,,1.07,,,2/28/1995,0,91,Expect No Mercy,4.1,6
0,,,0.13,,,8/15/1995,0,92,The Expert,5.7,3
0,,,3.28,,,10/10/2007,0,92,The Secret,6.2,19
0,,,0.19,,,3/23/1959,0,92,Stars,5,3
0,,,0.75,,,5/10/2012,0,100,Lost in Siberia,7,2
0,,,6.72,,,11/6/2013,0,90,I Know That Voice,7,43
0,,,0.65,,,1/1/2004,0,112,The Fallen,5.5,2
0,,,0.99,,,10/14/1980,0,102,Fade to Black,5.9,15
12000000,,,4.73,,,1/8/2014,21026290,106,Yves Saint Laurent,6.4,270
0,,,1.12,,,9/1/2010,0,85,Trader Games,5.5,6
0,,,1.23,,,8/30/2002,0,103,Summer Things,5.9,17
0,,,0.27,,,7/23/2002,0,92,Bad Karma,2.6,5
0,,,1.62,,,9/12/2012,0,87,Bad Karma,4.6,4
0,,,0,,,8/9/1991,0,95,Bandidos,6,2
0,,,4.18,,,12/25/2013,1234254,111,The Invisible Woman,6.2,66
2300000,,,1.05,,,7/3/2013,4500000,107,Hunting Elephants,6.2,11
0,,,10.83,,,3/30/2013,50353002,85,Dragon Ball Z: Battle of Gods,6.5,370
0,,,0.98,,,11/11/2012,0,106,The Snitch rtel,6,9
22000000,,,14.35,,,7/18/2013,24000000,106,Underdogs,6,127
1150000,,,1.6,,,2/15/2011,0,91,Dirty Movie,3.4,15
0,,,9.12,,,1/17/2014,0,88,Freezer,5.2,51
0,,,0.01,,,10/2/2008,0,121,Modern Boy,0,0
0,,,0,,,11/9/1987,0,115,ught,0,0
0,,,0.59,,,11/1/1966,0,81,The Texin,5.7,3
0,,,0,,,1/25/1935,0,80,The Gilded Lily,0,0
0,,,0.3,,,12/25/1935,0,83,The Bride Comes Home,0,0
0,,,0.66,,,12/6/1948,0,90,Family Honeymoon,6,1
0,,,7.07,,,9/28/2013,19978961,121,"Like Father, Like Son",7.6,119
18000000,,,6.1,,,12/26/2013,22309223,116,The Railway Man,6.7,277
0,,,2.5,,,12/20/2011,0,87,Sand Sharks,2.7,37
0,,,0.87,,,5/1/1954,0,66,Massacre nyon,0,0
